name,conference,count,year
Wenjian Yu,IJCAI,1,2017
Wenjian Yu,IJCAI,1,2023
Wenjie Li 0002,AAAI,2,2012
Wenjie Li 0002,AAAI,1,2015
Wenjie Li 0002,AAAI,1,2016
Wenjie Li 0002,AAAI,2,2017
Wenjie Li 0002,AAAI,3,2018
Wenjie Li 0002,AAAI,1,2023
Wenjie Li 0002,AAAI,2,2024
Wenjie Li 0002,ACL,1,2004
Wenjie Li 0002,ACL,2,2006
Wenjie Li 0002,ACL,1,2007
Wenjie Li 0002,ACL,1,2012
Wenjie Li 0002,ACL,1,2014
Wenjie Li 0002,ACL,2,2015
Wenjie Li 0002,ACL,3,2017
Wenjie Li 0002,ACL,2,2018
Wenjie Li 0002,ACL,1,2022
Wenjie Li 0002,ACL,2,2023
Wenjie Li 0002,ACL,4,2024
Wenjie Li 0002,CVPR,1,2022
Wenjie Li 0002,EMNLP,2,2015
Wenjie Li 0002,EMNLP,2,2018
Wenjie Li 0002,EMNLP,1,2022
Wenjie Li 0002,EMNLP,3,2023
Wenjie Li 0002,IJCAI,1,2011
Wenjie Li 0002,IJCAI,1,2015
Wenjie Li 0002,IJCAI,1,2019
Wenjie Li 0002,IJCAI,2,2022
Wenjie Li 0002,SIGKDD,1,2019
Wenjie Li 0002,NAACL,1,2018
Wenjie Li 0002,SIGIR,1,2007
Wenjie Li 0002,SIGIR,1,2008
Wenjie Li 0002,WWW,2,2019
Wenjie Pei,AAAI,2,2024
Wenjie Pei,ACL,1,2022
Wenjie Pei,CVPR,1,2017
Wenjie Pei,CVPR,1,2019
Wenjie Pei,CVPR,1,2022
Wenjie Pei,ECCV,2,2020
Wenjie Pei,ECCV,3,2022
Wenjie Pei,ICCV,2,2019
Wenjie Pei,ICCV,2,2021
Wenjie Pei,ICCV,1,2023
Wenjie Ruan,AAAI,2,2020
Wenjie Ruan,AAAI,4,2023
Wenjie Ruan,AAAI,2,2024
Wenjie Ruan,ASE,1,2018
Wenjie Ruan,IJCAI,1,2018
Wenjie Ruan,IJCAI,1,2019
Wenjie Ruan,WWW,1,2021
Wenjie Zhang 0001,AAAI,1,2017
Wenjie Zhang 0001,AAAI,1,2018
Wenjie Zhang 0001,ICDE,1,2009
Wenjie Zhang 0001,ICDE,3,2010
Wenjie Zhang 0001,ICDE,3,2011
Wenjie Zhang 0001,ICDE,1,2012
Wenjie Zhang 0001,ICDE,2,2013
Wenjie Zhang 0001,ICDE,1,2014
Wenjie Zhang 0001,ICDE,2,2015
Wenjie Zhang 0001,ICDE,4,2016
Wenjie Zhang 0001,ICDE,2,2017
Wenjie Zhang 0001,ICDE,3,2018
Wenjie Zhang 0001,ICDE,2,2019
Wenjie Zhang 0001,ICDE,7,2020
Wenjie Zhang 0001,ICDE,6,2021
Wenjie Zhang 0001,ICDE,14,2022
Wenjie Zhang 0001,ICDE,10,2023
Wenjie Zhang 0001,ICDE,7,2024
Wenjie Zhang 0001,IJCAI,1,2016
Wenjie Zhang 0001,IJCAI,1,2018
Wenjie Zhang 0001,IJCAI,1,2019
Wenjie Zhang 0001,SIGKDD,2,2023
Wenjie Zhang 0001,PODS,1,2017
Wenjie Zhang 0001,SIGIR,1,2012
Wenjie Zhang 0001,SIGMOD,1,2008
Wenjie Zhang 0001,SIGMOD,1,2012
Wenjie Zhang 0001,SIGMOD,2,2015
Wenjie Zhang 0001,SIGMOD,1,2016
Wenjie Zhang 0001,SIGMOD,1,2017
Wenjie Zhang 0001,SIGMOD,2,2020
Wenjie Zhang 0001,SIGMOD,2,2021
Wenjie Zhang 0001,SIGMOD,1,2022
Wenjie Zhang 0001,SIGMOD,3,2023
Wenjie Zhang 0001,SIGMOD,1,2024
Wenjie Zhang 0001,VLDB,1,2009
Wenjie Zhang 0001,VLDB,2,2013
Wenjie Zhang 0001,VLDB,1,2014
Wenjie Zhang 0001,VLDB,1,2015
Wenjie Zhang 0001,VLDB,2,2016
Wenjie Zhang 0001,VLDB,3,2017
Wenjie Zhang 0001,VLDB,1,2018
Wenjie Zhang 0001,VLDB,4,2019
Wenjie Zhang 0001,VLDB,2,2020
Wenjie Zhang 0001,VLDB,6,2021
Wenjie Zhang 0001,VLDB,1,2022
Wenjie Zhang 0001,VLDB,2,2023
Wenjie Zhang 0001,VLDB,2,2024
Wenjie Zhang 0001,WWW,1,2019
Wenjie Zhang 0001,WWW,1,2024
Wenjing Liao,ICML,1,2021
Wenjing Liao,ICML,1,2022
Wenjing Liao,ICML,1,2023
Wenjing Rao,DAC,1,2003
Wenjing Rao,ICCAD,1,2011
Wenjun Hu,ASPLOS,1,2018
Wenjun Hu,NSDI,1,2019
Wenjun Hu,NSDI,2,2021
Wenjun Hu,SIGCOMM,1,2006
Wenjun Hu,SIGCOMM,1,2010
Wenjun Hu,SIGCOMM,1,2013
Wenjun Hu,SIGCOMM,1,2021
Wenjun Hu,SIGMOD,2,2022
Wenjun Jiang,AAAI,1,2020
Wenjun Jiang,AAAI,1,2023
Wenjun Jiang,WWW,1,2018
Wenjun Jiang,WWW,1,2019
Wenjun Jiang,WWW,1,2020
Wenke Lee,CCS,1,2006
Wenke Lee,CCS,2,2008
Wenke Lee,CCS,2,2009
Wenke Lee,CCS,1,2010
Wenke Lee,CCS,1,2011
Wenke Lee,CCS,1,2012
Wenke Lee,CCS,2,2013
Wenke Lee,CCS,2,2014
Wenke Lee,CCS,2,2015
Wenke Lee,CCS,1,2016
Wenke Lee,CCS,2,2017
Wenke Lee,CCS,2,2018
Wenke Lee,CCS,3,2020
Wenke Lee,CCS,2,2021
Wenke Lee,CCS,1,2022
Wenke Lee,SIGKDD,1,1997
Wenke Lee,SIGKDD,1,1998
Wenke Lee,SIGKDD,1,1999
Wenke Lee,NDSS,1,2006
Wenke Lee,NDSS,3,2008
Wenke Lee,NDSS,2,2009
Wenke Lee,NDSS,1,2011
Wenke Lee,NDSS,2,2013
Wenke Lee,NDSS,1,2014
Wenke Lee,NDSS,3,2015
Wenke Lee,NDSS,3,2016
Wenke Lee,NDSS,1,2017
Wenke Lee,NDSS,2,2018
Wenke Lee,NDSS,1,2019
Wenke Lee,NDSS,1,2021
Wenke Lee,NSDI,1,2010
Wenke Lee,WWW,1,2011
Wenke Lee,WWW,1,2012
Wenke Lee,WWW,1,2015
Wenke Lee,WWW,1,2016
Wenke Lee,WWW,1,2021
Wenli Zheng,ASPLOS,1,2022
Wenli Zheng,HPCA,1,2014
Wenli Zheng,ICS,1,2019
Wenliang Chen,AAAI,2,2018
Wenliang Chen,AAAI,1,2020
Wenliang Chen,AAAI,1,2024
Wenliang Chen,ACL,1,2006
Wenliang Chen,ACL,1,2010
Wenliang Chen,ACL,1,2012
Wenliang Chen,ACL,1,2013
Wenliang Chen,ACL,1,2014
Wenliang Chen,ACL,1,2015
Wenliang Chen,ACL,1,2016
Wenliang Chen,ACL,1,2023
Wenliang Chen,ACL,1,2024
Wenliang Chen,EMNLP,2,2009
Wenliang Chen,EMNLP,2,2011
Wenliang Chen,EMNLP,1,2013
Wenliang Chen,EMNLP,1,2023
Wenliang Chen,IJCAI,1,2013
Wenliang Chen,IJCAI,1,2022
Wenliang Du,CCS,1,2003
Wenliang Du,CCS,1,2014
Wenliang Du,CCS,1,2015
Wenliang Du,ICDE,1,2008
Wenliang Du,ICDE,1,2009
Wenliang Du,SIGKDD,1,2003
Wenliang Du,MOBISYS,1,2018
Wenliang Du,NDSS,1,2016
Wenliang Du,SIGMOD,1,2005
Wenliang Du,SIGMOD,1,2008
Wenpeng Yin 0001,AAAI,1,2023
Wenpeng Yin 0001,ACL,1,2015
Wenpeng Yin 0001,ACL,1,2016
Wenpeng Yin 0001,ACL,1,2017
Wenpeng Yin 0001,ACL,1,2018
Wenpeng Yin 0001,ACL,1,2022
Wenpeng Yin 0001,ACL,3,2024
Wenpeng Yin 0001,EMNLP,1,2015
Wenpeng Yin 0001,EMNLP,1,2018
Wenpeng Yin 0001,EMNLP,1,2019
Wenpeng Yin 0001,EMNLP,1,2020
Wenpeng Yin 0001,EMNLP,1,2023
Wenpeng Yin 0001,IJCAI,1,2015
Wenpeng Yin 0001,NAACL,3,2015
Wenpeng Yin 0001,NAACL,1,2019
Wenpeng Yin 0001,NAACL,2,2021
Wenping Ma 0001,AAAI,1,2024
Wenping Wang,AAAI,1,2019
Wenping Wang,AAAI,1,2023
Wenping Wang,AAAI,2,2024
Wenping Wang,ACL,1,2022
Wenping Wang,ACL,1,2023
Wenping Wang,CVPR,1,2013
Wenping Wang,CVPR,1,2019
Wenping Wang,CVPR,1,2020
Wenping Wang,CVPR,3,2021
Wenping Wang,CVPR,4,2022
Wenping Wang,CVPR,5,2023
Wenping Wang,DAC,1,2006
Wenping Wang,DAC,1,2007
Wenping Wang,ECCV,4,2020
Wenping Wang,ECCV,5,2022
Wenping Wang,EMNLP,1,2021
Wenping Wang,ICCAD,1,2007
Wenping Wang,ICCV,1,2015
Wenping Wang,ICCV,1,2019
Wenping Wang,ICCV,4,2021
Wenping Wang,ICCV,5,2023
Wenping Wang,IJCAI,1,2019
Wenping Wang,SIGGRAPH,1,2006
Wenping Wang,SIGGRAPH,1,2007
Wenping Wang,SIGGRAPH,1,2008
Wenping Wang,SIGGRAPH,1,2011
Wenping Wang,SIGGRAPH,2,2012
Wenping Wang,SIGGRAPH,2,2013
Wenping Wang,SIGGRAPH,1,2015
Wenping Wang,SIGGRAPH,1,2016
Wenping Wang,SIGGRAPH,2,2017
Wenping Wang,SIGGRAPH,2,2018
Wenping Wang,SIGGRAPH,1,2020
Wenping Wang,SIGGRAPH,3,2023
Wenping Wang,UIST,1,2017
Wenping Wang,VIS,1,2019
Wenqian Dong,AAAI,3,2024
Wenqian Dong,ASPLOS,1,2023
Wenqian Dong,EUROSYS,1,2021
Wenqian Dong,HPDC,1,2023
Wenqian Dong,ICS,1,2021
Wenqian Dong,SC,1,2019
Wenqian Dong,SC,1,2020
Wenqian Dong,VLDB,1,2021
Wenqiang Jin,CCS,1,2020
Wenqiang Jin,CCS,1,2021
Wenqing Chen,AAAI,1,2022
Wenqing Chen,AAAI,2,2023
Wenqing Chen,ACL,1,2021
Wenqing Chen,EMNLP,2,2018
Wenqing Chen,EMNLP,1,2020
Wenqing Chen,EMNLP,1,2021
Wenqing Chen,EMNLP,1,2023
Wenqing Chen,IJCAI,2,2018
Wenqing Chen,IJCAI,1,2021
Wenrui Dai,AAAI,1,2023
Wenrui Dai,CVPR,1,2020
Wenrui Dai,CVPR,1,2022
Wenrui Dai,CVPR,2,2023
Wenrui Dai,ECCV,4,2022
Wenrui Dai,ICCV,1,2021
Wenrui Dai,ICCV,1,2023
Wenrui Dai,ICML,1,2021
Wenrui Dai,ICML,1,2023
Wenrui Dai,IJCAI,1,2020
Wensheng Dou,ASE,1,2017
Wensheng Dou,ASE,1,2018
Wensheng Dou,ASE,1,2019
Wensheng Dou,ASE,1,2020
Wensheng Dou,ASE,1,2021
Wensheng Dou,ASE,1,2022
Wensheng Dou,EUROSYS,1,2023
Wensheng Dou,FSE,1,2016
Wensheng Dou,FSE,1,2018
Wensheng Dou,ICSE,1,2014
Wensheng Dou,ICSE,1,2019
Wensheng Dou,ICSE,2,2022
Wensheng Dou,ICSE,3,2023
Wensheng Dou,ICSE,1,2024
Wensheng Dou,ISSTA,2,2020
Wensheng Dou,ISSTA,1,2021
Wensheng Dou,ISSTA,2,2022
Wensheng Dou,VLDB,1,2019
Wensheng Dou,VLDB,1,2024
Wenting Tu,AAAI,1,2015
Wenting Tu,AAAI,1,2019
Wenting Tu,NAACL,1,2015
Wenting Zheng,EUROSYS,1,2017
Wenting Zheng,ICML,1,2023
Wenting Zheng,NSDI,2,2017
Wenting Zheng,OSDI,1,2014
Wenting Zheng,SIGGRAPH,1,2022
Wenting Zheng,SOSP,1,2013
Wentong Cai 0001,AAAI,1,2023
Wentong Cai 0001,HPDC,1,2019
Wentong Cai 0001,VLDB,1,2019
Wenwen Dou,VIS,1,2008
Wenwen Dou,VIS,1,2013
Wenwen Dou,VIS,1,2016
Wenwen Dou,VIS,1,2021
Wenwen Dou,VIS,1,2022
Wenwen Wang 0001,ASE,1,2014
Wenwen Wang 0001,ASPLOS,1,2018
Wenwen Wang 0001,CCS,1,2018
Wenwen Wang 0001,ICS,1,2021
Wenwen Wang 0001,ICSE,1,2022
Wenwen Wang 0001,MOBISYS,1,2017
Wenwu Zhu 0001,AAAI,1,2015
Wenwu Zhu 0001,AAAI,1,2017
Wenwu Zhu 0001,AAAI,6,2018
Wenwu Zhu 0001,AAAI,2,2019
Wenwu Zhu 0001,AAAI,2,2020
Wenwu Zhu 0001,AAAI,1,2021
Wenwu Zhu 0001,AAAI,1,2022
Wenwu Zhu 0001,AAAI,2,2023
Wenwu Zhu 0001,AAAI,2,2024
Wenwu Zhu 0001,CVPR,1,2019
Wenwu Zhu 0001,CVPR,2,2023
Wenwu Zhu 0001,ECCV,1,2022
Wenwu Zhu 0001,ICCV,1,2023
Wenwu Zhu 0001,ICML,1,2017
Wenwu Zhu 0001,ICML,1,2019
Wenwu Zhu 0001,ICML,2,2021
Wenwu Zhu 0001,ICML,5,2022
Wenwu Zhu 0001,ICML,2,2023
Wenwu Zhu 0001,IJCAI,1,2015
Wenwu Zhu 0001,IJCAI,1,2017
Wenwu Zhu 0001,IJCAI,1,2019
Wenwu Zhu 0001,IJCAI,1,2021
Wenwu Zhu 0001,IJCAI,1,2022
Wenwu Zhu 0001,IJCAI,1,2023
Wenwu Zhu 0001,SIGKDD,2,2013
Wenwu Zhu 0001,SIGKDD,1,2014
Wenwu Zhu 0001,SIGKDD,1,2015
Wenwu Zhu 0001,SIGKDD,3,2016
Wenwu Zhu 0001,SIGKDD,1,2017
Wenwu Zhu 0001,SIGKDD,7,2018
Wenwu Zhu 0001,SIGKDD,7,2019
Wenwu Zhu 0001,SIGKDD,1,2020
Wenwu Zhu 0001,SIGKDD,2,2021
Wenwu Zhu 0001,SIGKDD,1,2022
Wenwu Zhu 0001,SIGKDD,1,2023
Wenwu Zhu 0001,SIGKDD,3,2024
Wenwu Zhu 0001,SIGCOMM,1,2022
Wenwu Zhu 0001,WWW,2,2018
Wenwu Zhu 0001,WWW,1,2022
Wenwu Zhu 0001,WWW,2,2023
Wenxiu Ma,ISMB,1,2021
Wenxiu Ma,SIGCSE,1,2021
Wenyao Xu,ASPLOS,1,2017
Wenyao Xu,ASPLOS,1,2019
Wenyao Xu,CCS,1,2016
Wenyao Xu,CCS,1,2018
Wenyao Xu,CCS,1,2023
Wenyao Xu,DAC,1,2014
Wenyao Xu,DAC,1,2015
Wenyao Xu,DAC,1,2017
Wenyao Xu,HPCA,1,2019
Wenyao Xu,ISCA,1,2017
Wenyao Xu,MOBISYS,1,2018
Wenyao Xu,MOBISYS,2,2019
Wenyao Xu,MOBISYS,2,2020
Wenyao Xu,NDSS,1,2020
Wenyao Xu,NDSS,2,2022
Wenyao Xu,NDSS,1,2023
Wenyao Xu,UIST,1,2023
Wenye Li 0001,AAAI,1,2023
Wenye Li 0001,CVPR,1,2009
Wenye Li 0001,ICML,1,2007
Wenye Li 0001,IJCAI,1,2007
Wenye Li 0001,IJCAI,1,2011
Wenye Li 0001,IJCAI,1,2018
Wenyuan Xu 0001,CCS,1,2012
Wenyuan Xu 0001,CCS,1,2014
Wenyuan Xu 0001,CCS,1,2016
Wenyuan Xu 0001,CCS,1,2017
Wenyuan Xu 0001,CCS,2,2019
Wenyuan Xu 0001,CCS,2,2021
Wenyuan Xu 0001,CCS,1,2022
Wenyuan Xu 0001,CCS,2,2023
Wenyuan Xu 0001,NDSS,1,2013
Wenyuan Xu 0001,NDSS,1,2014
Wenyuan Xu 0001,NDSS,1,2021
Wenyuan Xu 0001,WWW,1,2024
Wenzel Jakob,CVPR,1,2021
Wenzel Jakob,SIGGRAPH,1,2010
Wenzel Jakob,SIGGRAPH,1,2011
Wenzel Jakob,SIGGRAPH,2,2012
Wenzel Jakob,SIGGRAPH,3,2014
Wenzel Jakob,SIGGRAPH,2,2017
Wenzel Jakob,SIGGRAPH,1,2018
Wenzel Jakob,SIGGRAPH,1,2019
Wenzel Jakob,SIGGRAPH,3,2020
Wenzel Jakob,SIGGRAPH,3,2021
Wenzel Jakob,SIGGRAPH,3,2022
Wenzel Jakob,SIGGRAPH,1,2023
Wenzhen Yuan,CVPR,1,2017
Wenzhen Yuan,CVPR,1,2022
Wenzhen Yuan,ICCV,1,2023
Werner Dietl,ASE,1,2015
Werner Dietl,CCS,1,2014
Werner Dietl,OOPSLA,1,2012
Werner Dietl,OOPSLA,1,2020
Werner Dietl,OOPSLA,1,2021
Werner Dietl,PLDI,1,2011
Wes Masri,ICSE,1,2003
Wes Masri,ICSE,1,2005
Wesley K. G. Assunção,ICSE,2,2023
Wesley K. G. Assunção,ICSE,1,2024
Wesley Willett,VIS,1,2007
Wesley Willett,VIS,2,2013
Wesley Willett,VIS,1,2014
Wesley Willett,VIS,1,2017
Wesley Willett,VIS,1,2020
Wesley Willett,VIS,1,2022
Wesley Willett,VIS,1,2024
Wesley Willett,VR,1,2019
Wessel Kraaij,SIGIR,1,1996
Wessel Kraaij,SIGIR,1,2002
Westley Weimer,ASE,1,2007
Westley Weimer,ASE,2,2010
Westley Weimer,ASE,1,2013
Westley Weimer,ASE,1,2019
Westley Weimer,ASPLOS,1,2000
Westley Weimer,ASPLOS,1,2013
Westley Weimer,ASPLOS,1,2014
Westley Weimer,ASPLOS,1,2016
Westley Weimer,ASPLOS,1,2019
Westley Weimer,ASPLOS,1,2020
Westley Weimer,ASPLOS,1,2022
Westley Weimer,CAV,1,2002
Westley Weimer,FSE,1,2015
Westley Weimer,FSE,1,2020
Westley Weimer,FSE,2,2021
Westley Weimer,FSE,1,2023
Westley Weimer,ICFP,1,2016
Westley Weimer,ICSE,2,2009
Westley Weimer,ICSE,3,2012
Westley Weimer,ICSE,1,2014
Westley Weimer,ICSE,1,2017
Westley Weimer,ICSE,1,2019
Westley Weimer,ICSE,1,2020
Westley Weimer,ICSE,1,2021
Westley Weimer,ICSE,1,2022
Westley Weimer,ICSE,2,2023
Westley Weimer,ICSE,2,2024
Westley Weimer,ISSTA,2,2008
Westley Weimer,ISSTA,1,2010
Westley Weimer,ISSTA,1,2012
Westley Weimer,OOPSLA,1,2004
Westley Weimer,OOPSLA,1,2011
Westley Weimer,OOPSLA,1,2017
Westley Weimer,OOPSLA,1,2022
Westley Weimer,PLDI,1,2003
Westley Weimer,PLDI,1,2009
Westley Weimer,PLDI,1,2020
Westley Weimer,POPL,1,2002
Westley Weimer,SIGCSE,1,2020
Westley Weimer,SIGCSE,1,2021
Westley Weimer,SIGGRAPH,1,2014
Weverton Luis da Costa Cordeiro,NSDI,1,2012
Wheeler Ruml,AAAI,1,2004
Wheeler Ruml,AAAI,1,2010
Wheeler Ruml,AAAI,1,2011
Wheeler Ruml,AAAI,1,2012
Wheeler Ruml,AAAI,2,2013
Wheeler Ruml,AAAI,1,2014
Wheeler Ruml,AAAI,1,2015
Wheeler Ruml,AAAI,1,2018
Wheeler Ruml,AAAI,3,2019
Wheeler Ruml,AAAI,2,2020
Wheeler Ruml,AAAI,2,2021
Wheeler Ruml,AAAI,1,2022
Wheeler Ruml,AAAI,1,2023
Wheeler Ruml,AAAI,1,2024
Wheeler Ruml,IJCAI,1,2001
Wheeler Ruml,IJCAI,1,2007
Wheeler Ruml,IJCAI,1,2009
Wheeler Ruml,IJCAI,1,2011
Wheeler Ruml,IJCAI,2,2015
Wheeler Ruml,IJCAI,1,2020
Wheeler Ruml,IJCAI,2,2021
Wheeler Ruml,SIGGRAPH,1,1997
Wiebe van der Hoek,AAAI,1,2007
Wiebe van der Hoek,AAAI,1,2016
Wiebe van der Hoek,IJCAI,2,2007
Wiebe van der Hoek,IJCAI,1,2009
Wiebe van der Hoek,IJCAI,1,2011
Wiebe van der Hoek,IJCAI,2,2013
Wiebe van der Hoek,IJCAI,1,2015
Wiebe van der Hoek,IJCAI,1,2017
Wiebe van der Hoek,IJCAI,1,2020
Wieland Schwinger,ASE,1,2009
Wil M. P. van der Aalst,EMNLP,1,2023
Wil M. P. van der Aalst,VLDB,2,2023
Wilfred Ng,AAAI,1,2024
Wilfred Ng,ACL,1,2020
Wilfred Ng,ACL,1,2022
Wilfred Ng,EMNLP,1,2019
Wilfred Ng,EMNLP,1,2020
Wilfred Ng,EMNLP,1,2022
Wilfred Ng,ICDE,1,2009
Wilfred Ng,ICDE,1,2013
Wilfred Ng,ICDE,1,2014
Wilfred Ng,ICDE,1,2019
Wilfred Ng,SIGKDD,1,2006
Wilfred Ng,SIGKDD,1,2007
Wilfred Ng,SIGKDD,1,2010
Wilfred Ng,SIGIR,1,2014
Wilfred Ng,SIGMOD,1,2007
Wilfred Ng,SIGMOD,1,2008
Wilfred Ng,SIGMOD,1,2012
Wilfred Ng,VLDB,1,2011
Wilfred Ng,VLDB,2,2014
Wilfred Ng,VLDB,1,2015
Wilfred Ng,VLDB,1,2016
Wilfred Ng,WWW,1,2014
Wilfred Ng,WWW,1,2015
Wilhelm Hasselbring,ICSE,1,2004
Wilhelm Hasselbring,ICSE,1,2013
Will Perkins 0001,FOCS,1,2010
Will Perkins 0001,FOCS,1,2022
Will Perkins 0001,SODA,1,2019
Will Perkins 0001,SODA,1,2020
Will Perkins 0001,SODA,1,2022
Will Perkins 0001,SODA,1,2024
Will Perkins 0001,STOC,1,2015
Will Perkins 0001,STOC,1,2017
Will Perkins 0001,STOC,1,2019
Will Perkins 0001,STOC,1,2020
Will Perkins 0001,STOC,1,2021
Will Perkins 0001,STOC,2,2022
Willem H. Zuidema,ACL,1,2020
Willem H. Zuidema,EMNLP,1,2007
Willem H. Zuidema,EMNLP,1,2011
Willem H. Zuidema,EMNLP,1,2014
Willem H. Zuidema,EMNLP,1,2015
Willem H. Zuidema,EMNLP,1,2023
Willem H. Zuidema,NAACL,1,2015
Willem Heijltjes,LICS,1,2011
Willem Heijltjes,LICS,1,2013
Willem Heijltjes,LICS,1,2014
Willem Heijltjes,LICS,1,2015
Willem Heijltjes,LICS,1,2016
Willem Heijltjes,LICS,1,2019
Willem Heijltjes,LICS,1,2024
Willem Visser,ASE,1,2000
Willem Visser,ASE,1,2004
Willem Visser,ASE,1,2014
Willem Visser,ASE,1,2017
Willem Visser,CAV,1,2005
Willem Visser,FSE,1,2012
Willem Visser,FSE,1,2014
Willem Visser,FSE,1,2016
Willem Visser,FSE,1,2017
Willem Visser,FSE,1,2020
Willem Visser,FSE,1,2021
Willem Visser,FSE,1,2022
Willem Visser,FSE,1,2023
Willem Visser,ICSE,1,2000
Willem Visser,ICSE,1,2001
Willem Visser,ICSE,1,2013
Willem Visser,ISSTA,1,2002
Willem Visser,ISSTA,1,2004
Willem Visser,ISSTA,1,2006
Willem Visser,ISSTA,1,2007
Willem Visser,ISSTA,1,2011
Willem Visser,ISSTA,1,2012
Willem Visser,PLDI,1,2014
William A. Hamilton,UIST,1,2012
William A. P. Smith,CVPR,1,2006
William A. P. Smith,CVPR,2,2009
William A. P. Smith,CVPR,1,2010
William A. P. Smith,CVPR,1,2016
William A. P. Smith,CVPR,1,2017
William A. P. Smith,CVPR,3,2019
William A. P. Smith,CVPR,1,2020
William A. P. Smith,ECCV,1,2010
William A. P. Smith,ECCV,1,2012
William A. P. Smith,ECCV,1,2016
William A. P. Smith,ECCV,3,2020
William A. P. Smith,ECCV,1,2022
William A. P. Smith,ICCV,1,2005
William A. P. Smith,ICCV,1,2011
William A. P. Smith,ICCV,2,2015
William A. P. Smith,ICCV,2,2017
William A. P. Smith,ICCV,1,2019
William Aiello,CCS,1,1999
William Aiello,CCS,1,2002
William Aiello,CCS,1,2003
William Aiello,CCS,1,2006
William Aiello,CCS,1,2011
William Aiello,CRYPTO,2,1998
William Aiello,EUROCRYPT,1,1996
William Aiello,EUROCRYPT,1,2001
William Aiello,EUROSYS,1,2013
William Aiello,FOCS,1,1986
William Aiello,FOCS,1,1987
William Aiello,FOCS,1,2001
William Aiello,IMC,1,2005
William Aiello,NDSS,1,2003
William Aiello,NDSS,1,2006
William Aiello,OSDI,1,2016
William Aiello,SODA,1,1991
William Aiello,SODA,1,1995
William Aiello,SODA,1,2003
William Aiello,SOSP,1,2011
William Aiello,STOC,1,1993
William Aiello,STOC,1,1995
William Aiello,STOC,1,1998
William Aiello,STOC,1,2000
William Enck,CCS,1,2005
William Enck,CCS,1,2009
William Enck,CCS,1,2013
William Enck,CCS,1,2016
William Enck,ICSE,1,2015
William Enck,NDSS,1,2008
William Enck,NDSS,1,2021
William Enck,OSDI,1,2010
William Enck,WWW,1,2024
William G. Griswold,ASE,1,2017
William G. Griswold,FSE,1,1993
William G. Griswold,FSE,1,1994
William G. Griswold,FSE,1,1996
William G. Griswold,FSE,1,1998
William G. Griswold,FSE,1,2005
William G. Griswold,FSE,1,2007
William G. Griswold,ICSE,1,1988
William G. Griswold,ICSE,1,1996
William G. Griswold,ICSE,1,1999
William G. Griswold,ICSE,2,2000
William G. Griswold,ICSE,1,2001
William G. Griswold,ICSE,1,2003
William G. Griswold,ICSE,1,2012
William G. Griswold,ICSE,1,2014
William G. Griswold,MOBISYS,1,2005
William G. Griswold,MOBISYS,1,2008
William G. Griswold,MOBISYS,1,2012
William G. Griswold,PLDI,1,1987
William G. Griswold,SC,1,1990
William G. Griswold,SIGCSE,1,2011
William G. Griswold,SIGCSE,1,2013
William G. Griswold,SIGCSE,1,2017
William G. Griswold,SIGCSE,2,2019
William G. Griswold,SIGCSE,2,2020
William G. Griswold,SIGCSE,1,2022
William G. Griswold,SIGCSE,2,2023
William G. Griswold,SIGCSE,2,2024
William G. Griswold,UIST,1,2008
William G. J. Halfond,ASE,1,2005
William G. J. Halfond,ASE,1,2006
William G. J. Halfond,ASE,1,2021
William G. J. Halfond,FSE,1,2006
William G. J. Halfond,FSE,1,2007
William G. J. Halfond,FSE,1,2008
William G. J. Halfond,FSE,1,2013
William G. J. Halfond,FSE,2,2015
William G. J. Halfond,FSE,1,2021
William G. J. Halfond,ICSE,1,2013
William G. J. Halfond,ICSE,1,2014
William G. J. Halfond,ICSE,1,2015
William G. J. Halfond,ICSE,1,2016
William G. J. Halfond,ICSE,1,2018
William G. J. Halfond,ICSE,1,2019
William G. J. Halfond,ICSE,1,2023
William G. J. Halfond,ICSE,1,2024
William G. J. Halfond,ISSTA,1,2009
William G. J. Halfond,ISSTA,1,2013
William G. J. Halfond,ISSTA,1,2014
William G. J. Halfond,ISSTA,1,2017
William G. J. Halfond,ISSTA,1,2018
William G. J. Halfond,ISSTA,1,2021
William G. J. Halfond,ISSTA,1,2023
William G. J. Halfond,MOBISYS,1,2013
William G. J. Halfond,MOBISYS,1,2014
William Gropp,HPCA,1,2006
William Gropp,HPDC,1,2002
William Gropp,HPDC,1,2015
William Gropp,HPDC,1,2017
William Gropp,ICS,1,2011
William Gropp,ICS,1,2019
William Gropp,ICS,1,2024
William Gropp,SC,1,1993
William Gropp,SC,1,1998
William Gropp,SC,1,1999
William Gropp,SC,3,2000
William Gropp,SC,1,2003
William Gropp,SC,4,2006
William Gropp,SC,1,2007
William Gropp,SC,2,2008
William Gropp,SC,1,2011
William Gropp,SC,1,2014
William Gropp,SC,1,2016
William Gropp,SC,1,2023
William H. Hsu,AAAI,1,1993
William H. Hsu,AAAI,1,1998
William H. Hsu,ISMB,1,1993
William H. Hsu,WWW,1,2010
William H. Sanders,CCS,1,2018
William H. Sanders,NDSS,1,2020
William H. Wilson,ACL,1,1998
William J. Beksi,ICCV,1,2023
William J. Bowman,ICFP,1,2015
William J. Bowman,ICFP,1,2016
William J. Bowman,PLDI,1,2015
William J. Bowman,PLDI,1,2018
William J. Bowman,POPL,1,2018
William J. Bowman,POPL,1,2020
